OBJECTID,DISSOLVE_ID,class,subtype,names_primary,UrbanPC,SampleSize_avg,RoadLength,WeightedSample,Percent_,Percentile,SpeedLimit,RoadClass,LandUse,NumberOverLimit,MedianSpeed,F85thPercentileSpeed,Pass,ExcludeFromSpeedSPI,PercentileBand,RankedPercentile,Sample_Size_Total,SpeedLimitFloor,PercentOverLimit,AnalysisStatus,StreetImageLink,Shape_Length
3419,TR/12201,trunk,road,,0,49601,9.954482602,493752.291541802,0.000285228090242973,0.148291687237386,"50",trunk,RURAL,100449,67.3333333333333,78.6666666666667,1,0,10-15%,0.852618453865337,148803,50,0.675046874054959,Valid,"75.8214443,19.8692647,75.7271062,19.866809",9954.4826019093
3420,TR/13073,trunk,road,Amravati Bypass,0.581214601286279,28210.5,17.57520916,495805.43800818,0.000286414140526943,0.148578101377913,"60",trunk,URBAN,49665,81,97.5,1,0,10-15%,0.85286783042394,56421,60,0.880257350986335,Valid,"77.7936954,20.975513,77.7296465,20.8444536",17575.209160184
3421,PR/4101,primary,road,Vastu Vihar Marg,1,334171.4,1.488660472,497467.754052901,0.000287374418056664,0.148865475795969,,primary,URBAN,2054147,41.7,50.55,1,1,10-15%,0.853117206982544,6683428,,0.307349312358867,Valid,"73.0828616,19.0555934,73.0846369,19.0689335",1488.66047155988
3422,PR/3624,primary,road,Paud Road,0.697387288903132,187628.5,2.655775737,498299.217869704,0.000287854733471166,0.149153330529441,"40",primary,URBAN,570687,40.5,51.3333333333333,1,0,10-15%,0.853366583541147,1125771,40,0.5069299173633,Valid,"73.695309,18.5109716,73.7144411,18.4981444",2655.77573719113
3423,TR/12128,trunk,road,,0,9924.75,50.220932049,498430.195353313,0.000287930395818773,0.149441260925259,"55",trunk,RURAL,16705,50.5,72,1,0,10-15%,0.853615960099751,39699,55,0.420791455704174,Valid,"74.3482377,20.9939997,74.2327121,21.351377",50220.9320490806
3424,TR/11492,trunk,road,,0,19112,26.102589779,498872.695856248,0.000288186017059516,0.149729446942319,"55",trunk,RURAL,101643,87.1666666666667,107.166666666667,1,0,10-15%,0.853865336658354,114672,55,0.886380284637924,Valid,"74.9153495,18.7989472,75.0922785,18.6473157",26102.5897792743
3425,TR/13169,trunk,road,"Hathkambe Ratnagiri Road; Mumbai Ratnagiri Highway",0,24316,20.58536876,500553.82676816,0.000289157163457553,0.150018604105777,"40",trunk,RURAL,5785,29,38.5,1,0,15-20%,0.854114713216958,48632,40,0.11895459779569,Valid,"73.5342898,17.1696088,73.4515615,17.0652561",20585.3687601505
3426,TR/11495,trunk,road,,0.0265640188217774,7244.5,69.202612393,501338.325481089,0.000289610348330858,0.150308214454107,"55",trunk,RURAL,4441,49,60,1,0,15-20%,0.854364089775561,14489,55,0.306508385671889,Valid,"75.3005534,18.7409724,74.7835304,19.0719552",69202.6123931272
3427,TR/11090,trunk,road,,0.0876365768413896,16421.8333333333,30.547189461,501640.854130298,0.00028978511140606,0.150597999565513,"30",trunk,RURAL,0,71.1666666666667,86.3333333333333,1,0,15-20%,0.854613466334165,98531,30,0,Valid,"75.1964705,17.4441189,75.3344203,17.674547",30547.1894608866
3428,TR/13711,trunk,road,Pune Nashik Road,0,181957.333333333,2.763942907,502919.680843301,0.000290523856941727,0.150888523422455,,trunk,RURAL,341955,65.6666666666667,77.3333333333333,1,1,15-20%,0.854862842892768,545872,,0.62643806606677,Valid,"73.9853992,19.1127151,73.9706613,19.0932978",2763.94290748473
3429,SE/10755,secondary,road,Talegaon Phata-Navlakh Umbre Road,1,72046,6.99791298,504171.63855708,0.000291247080942674,0.151179770503398,"55",secondary,URBAN,0,33,43.5,1,0,15-20%,0.855112219451372,144092,55,0,Valid,"73.6828214,18.7643162,73.6830367,18.7640728",6997.91297976147
3430,PR/3696,primary,road,Sant Dyaneshwar Marg,1,564902,0.893288279,504620.335383658,0.000291506281641355,0.151471276785039,"45",primary,URBAN,0,28,34.5,1,0,15-20%,0.855361596009975,1129804,45,0,Valid,"73.8867184,18.6615474,73.8842689,18.6538711",893.288279143528
3431,TR/11238,trunk,road,,0,22139.5,22.805795745,504908.914896428,0.000291672986656644,0.151762949771696,"55",trunk,RURAL,56451,60,75.75,1,0,15-20%,0.855610972568579,88558,55,0.637446645136521,Valid,"75.1915035,18.0308369,75.3957306,18.0875314",22805.7957445404
3432,TR/13491,trunk,road,Nagpur Chandrapur Road,0,37761.75,13.395844422,505850.528102459,0.000292216932560501,0.152055166704256,,trunk,RURAL,66993,61.5,78.5,1,1,15-20%,0.855860349127182,151047,,0.443524201076486,Valid,"79.1179849,20.1162234,79.1945264,20.0258534",13395.8444223222
3433,TR/13071,trunk,road,Amravati Bypass,0,42287.5,11.970161333,506188.197369237,0.000292411995473113,0.152347578699729,"40",trunk,RURAL,0,80.5,96,1,0,15-20%,0.856109725685786,84575,40,0,Valid,"77.7142626,20.8353136,77.6351009,20.7666376",11970.1613326757
3434,TR/12977,trunk,road,Dehu Road Flyover,1,544233.2,0.931173482,506775.523864002,0.000292751278991024,0.15264032997872,"40",trunk,URBAN,2611698,55.4,65.8,1,0,15-20%,0.856359102244389,2721166,40,0.959771656708926,Valid,"73.7358886,18.6780804,73.7294764,18.683121",931.173482059854
3435,TR/12015,trunk,road,,0,84062,6.057016011,509164.879916682,0.000294131548967469,0.152934461527688,"80",trunk,RURAL,0,31,45,1,0,15-20%,0.856608478802993,84062,80,0,Valid,"74.4700312,19.8070189,74.481541,19.8606341",6057.01601140053
3436,PR/3088,primary,road,Karjat Road,0,89247.5,5.706252037,509268.728672158,0.0002941915397416,0.15322865306743,"20",primary,RURAL,0,53,63.5,1,0,15-20%,0.856857855361596,178495,20,0,Valid,"73.3288107,18.9698179,73.3201571,19.0170544",5706.25203713876
3437,TR/12202,trunk,road,,0,51618.0392156863,9.86720802299999,509325.930680548,0.000294224583881122,0.153522877651311,"50",trunk,RURAL,1649033,69.2941176470588,82.0196078431373,1,0,15-20%,0.8571072319202,2632520,50,0.626408536307416,Valid,"75.7279649,19.8669594,75.8214653,19.8693454",9867.20802342195
3438,PR/823,primary,road,,0,25072.1666666667,20.419682227,511965.676075715,0.000295749497386719,0.153818627148697,"55",primary,RURAL,103415,61.1666666666667,74.6666666666667,1,0,15-20%,0.857356608478803,150433,55,0.687448897515838,Valid,"74.2002498,17.586301,74.3139515,17.4618665",20419.6822267184
3439,TR/12550,trunk,road,,0.0351796687576952,22568.875,22.694177835,512182.062785886,0.00029587449846348,0.154114501647161,"50",trunk,RURAL,0,83.875,100.25,1,0,15-20%,0.857605985037406,180551,50,0,Valid,"77.3699062,20.7232598,77.1693584,20.7172505",22694.1778351967
3440,TR/12769,trunk,road,,0.0353102155543454,11995,42.717051316,512391.03053542,0.000295995213796133,0.154410496860957,"80",trunk,RURAL,6751,64.75,79.25,1,0,15-20%,0.85785536159601,47980,80,0.140704460191747,Valid,"79.8559266,20.6083992,79.5460649,20.7450644",42717.0513161701
3441,TR/13612,trunk,road,Sadar Flyover,1,343938.75,1.491578978,513011.809219597,0.000296353821789625,0.154706850682747,"50",trunk,URBAN,584233,45.25,54.75,1,0,15-20%,0.858104738154613,1375755,50,0.42466354837889,Valid,"79.0812611,21.1541759,79.0787349,21.1670949",1491.57897756239
3442,PR/3697,primary,road,Sant Dyaneshwar Marg,1,407355.5,1.260572624,513501.191535832,0.000296636525456725,0.155003487208203,,primary,URBAN,427621,37.5,46,1,1,15-20%,0.858354114713217,814711,,0.524874464687478,Valid,"73.8865485,18.6617989,73.8867361,18.6617731",1260.57262433905
3443,TR/12407,trunk,road,,0,53347,9.693769196,517133.505299012,0.000298734820362051,0.155302222028565,"80",trunk,RURAL,42678,77,90,1,0,15-20%,0.85860349127182,106694,80,0.400003749039309,Valid,"74.9952894,21.4627696,75.0475395,21.5318346",9693.76919564806
3444,TR/13470,trunk,road,Nagpur Adilabad Road,0,21306,24.277497815,517256.36844639,0.000298805795264828,0.15560102782383,"40",trunk,RURAL,0,70,85,1,0,15-20%,0.858852867830424,21306,40,0,Valid,"78.5735731,19.8255623,78.5399199,20.0248347",24277.4978151438
3445,TR/11642,trunk,road,,0,18388.5,28.135658925,517372.564142363,0.000298872918551189,0.155899900742381,"55",trunk,RURAL,86092,66,78.6666666666667,1,0,15-20%,0.859102244389027,110331,55,0.780306532162312,Valid,"76.0909643,17.9881692,76.2639301,17.8190426",28135.6589249261
3446,TR/12016,trunk,road,,0,86098,6.059431371,521704.922180358,0.000301375611157572,0.156201276353539,"50",trunk,RURAL,15785,38,52,1,0,15-20%,0.859351620947631,86098,50,0.183337592046273,Valid,"74.4816584,19.8606512,74.4704022,19.8069608",6059.43137085041
3447,SE/9974,secondary,road,Kalyan - Padgha Road,0,51359.5,10.247710398,526317.282186081,0.000304040053750511,0.15650531640729,"55",secondary,RURAL,16105,31.5,42.8333333333333,1,0,15-20%,0.859600997506234,308157,55,0.0522623208299665,Valid,"73.1418068,19.2715908,73.1571685,19.3565459",10247.7103978036
3448,TR/11652,trunk,road,,0,30770.3888888889,17.108001141,526419.848220125,0.000304099303529227,0.156809415710819,,trunk,RURAL,369161,76.6111111111111,92.1111111111111,1,1,15-20%,0.859850374064838,553867,,0.66651560753755,Valid,"76.2973881,18.104602,76.4220457,18.1923002",17108.0011413856
3449,MO/141,motorway,road,Ulwe Flyover,0.908738917686053,412065.6,1.27820172,526702.958672832,0.000304262849208177,0.157113678560027,"55",motorway,URBAN,1662009,66.2,77.8,1,0,15-20%,0.860099750623441,2060328,55,0.806672044451175,Valid,"73.0372257,18.9773317,73.0359534,18.9662504",1278.2017195183
3450,PR/4086,primary,road,Vaijapur - Gangapur Road,0,14237.8333333333,37.073539944,527846.882799348,0.000304923664964536,0.157418602224991,"55",primary,RURAL,10846,38,54.5,1,0,15-20%,0.860349127182045,85427,55,0.12696220164585,Valid,"74.7434145,19.9156716,75.0087052,19.6994601",37073.5399439308
3451,TR/12874,trunk,road,,0.90993261176741,120981.4,4.391208229,531254.519235941,0.000306892169515708,0.157725494394507,"45",trunk,URBAN,384099,49,60.8,1,0,15-20%,0.860598503740648,604907,45,0.634971987429473,Valid,"79.0150656,21.1177828,79.0021898,21.1529279",4391.20822871595
3452,TR/12873,trunk,road,,0.908059398856276,120981,4.398561836,532142.409481116,0.000307405081036961,0.158032899475544,"45",trunk,URBAN,72589,48,60,1,0,15-20%,0.860847880299252,120981,45,0.600003306304296,Valid,"79.0023019,21.1529675,79.0151853,21.1177807",4398.56183565305
3453,TR/11586,trunk,road,,0,45764.5,11.630021665,532242.126487893,0.000307462685005377,0.15834036216055,"40",trunk,RURAL,69037,51,67,1,0,15-20%,0.861097256857855,91529,40,0.754263675993401,Valid,"74.6477755,19.3711468,74.6637163,19.2690629",11630.0216645543
3454,TR/13121,trunk,road,Chakan Shikrapur Road,0.0879617350105554,57087.75,9.353444322,533967.091093255,0.000308459153008772,0.158648821313558,"55",trunk,RURAL,108317,54.25,71.25,1,0,15-20%,0.861346633416459,228351,55,0.474344320804376,Valid,"74.0475211,18.7164531,74.1323377,18.692355",9353.44432205418
3455,TR/10908,trunk,road,,1,159191,3.355628759,534185.897773969,0.000308585552040719,0.158957406865599,"40",trunk,URBAN,191053,38,47.3333333333333,1,0,15-20%,0.861596009975062,477573,40,0.400049835313135,Valid,"74.2794414,16.7088506,74.2482698,16.7066444",3355.6287585217
3456,MO/149,motorway,road,Belapur Railway Flyover,1,871277,0.614338282,535258.815326114,0.000309205349112305,0.159266612214711,"55",motorway,URBAN,145213,43,56,1,0,15-20%,0.861845386533666,871277,55,0.166666857956769,Valid,"73.0283358,19.0194946,73.0287563,19.0139668",614.338282154464
3457,TR/11053,trunk,road,,0,86234.7261904762,6.21263558,535744.92816251,0.000309486164084393,0.159576098378796,,trunk,RURAL,3059550,63.9285714285714,77.8333333333333,1,1,15-20%,0.862094763092269,7243717,,0.422372933674797,Valid,"73.282954,18.2358606,73.3150588,18.1910768",6212.63557980325
3458,MO/148,motorway,road,Belapur Railway Flyover,1,874319,0.613146537,536085.667083303,0.000309683000257742,0.159885781379053,"55",motorway,URBAN,160292,44,57,1,0,15-20%,0.862344139650873,874319,55,0.183333543020339,Valid,"73.0286337,19.0139616,73.0282047,19.0194774",613.146537295182
3459,SE/9905,secondary,road,Dehu to Shirgaon Road | Somatne - Kasarai Road,0,59471.4166666667,9.029714186,537009.894736517,0.000310216902971697,0.160195998282025,"55",secondary,RURAL,0,34.8333333333333,43.9166666666667,1,0,15-20%,0.862593516209476,713657,55,0,Valid,"73.677057,18.6302494,73.6887017,18.7020106",9029.7141860907
3460,TR/12408,trunk,road,,0,55511,9.693773166,538111.042217826,0.000310853007752475,0.160506851289778,"80",trunk,RURAL,29143,72,85.5,1,0,15-20%,0.86284289276808,111022,80,0.262497523013457,Valid,"75.0476374,21.5317682,74.995415,21.4627",9693.77316626208
3461,PR/2957,primary,road,Gangapur Road,1,221600,2.445336081,541886.4755496,0.000313033979177841,0.160819885268955,"55",primary,URBAN,0,33.5,42.5,1,0,15-20%,0.863092269326683,443200,55,0,Valid,"73.7581808,20.0119349,73.7360776,20.0164085",2445.33608138534
3462,PR/870,primary,road,,0,42221.8333333333,12.881726819,543890.122797348,0.000314191435027233,0.161134076703983,"55",primary,RURAL,79228,48.1666666666667,61.3333333333333,1,0,15-20%,0.863341645885287,253331,55,0.31274498580908,Valid,"73.912743,18.232257,73.980604,18.3089307",12881.726818783
3463,TR/12591,trunk,road,,0,20883,26.195979817,547050.646518411,0.000316017188872975,0.161450093892856,"50",trunk,RURAL,57958,78.6666666666667,96,1,0,15-20%,0.86359102244389,62649,50,0.925122507941069,Valid,"78.716014,20.3447203,78.8088596,20.5484691",26195.9798165247
3464,TR/11734,trunk,road,,0.0850718333624858,13461.5,40.76018892,548693.28314658,0.000316966098106293,0.161767059990962,"55",trunk,RURAL,53846,80.25,95,1,0,15-20%,0.863840399002494,53846,55,1,Valid,"76.8791411,18.5203495,77.001248,18.8167293",40760.1889201641
3465,TR/11719,trunk,road,,0.0105445678437346,16746.75,32.889825196,550797.680101113,0.000318181754488525,0.16208524174545,"55",trunk,RURAL,55125,69.25,85.25,1,0,15-20%,0.864089775561097,66987,55,0.82292086524251,Valid,"76.0740037,18.7138762,76.3699865,18.7186818",32889.8251961952
3466,PR/2709,primary,road,Agra Road,1,562317.666666667,0.980463846,551332.142133746,0.000318490499556622,0.162403732245007,"20",primary,URBAN,1222966,25,31.6666666666667,1,0,15-20%,0.864339152119701,1686953,20,0.724955585603156,Valid,"73.1234239,19.2465012,73.1296072,19.2416509",980.463845762906
3467,TR/13306,trunk,road,Katraj - Dehu Road Bypass,1,679041,0.813137385,552153.623047785,0.000318965048103123,0.16272269729311,"80",trunk,URBAN,0,43,56,1,0,15-20%,0.864588528678304,679041,80,0,Valid,"73.8312739,18.4503551,73.8263413,18.4559678",813.137384610475
3468,TR/12600,trunk,road,,0.0305700358558958,19650.75,28.227717831,554695.826167523,0.000320433613927067,0.163043130907037,"40",trunk,RURAL,0,88.75,106.25,1,0,15-20%,0.864837905236908,78603,40,0,Valid,"77.6326171,20.7667224,77.3699062,20.7232598",28227.717831467
3469,PR/2708,primary,road,Agra Road,1,574761.333333333,0.965804099,555106.851680039,0.000320671052869598,0.163363801959907,"20",primary,URBAN,1089420,22.3333333333333,31.3333333333333,1,0,15-20%,0.865087281795511,1724284,20,0.631810073050611,Valid,"73.1295366,19.2416516,73.1233903,19.2463838",965.804098546391
3470,TR/10888,trunk,road,,0.0135082481927407,6604.5,84.11398081,555530.786259645,0.000320915949050538,0.163684717908957,"55",trunk,RURAL,2169,44.5,56,1,0,15-20%,0.865336658354115,13209,55,0.164206223029752,Valid,"73.6608123,16.4475354,74.1919209,16.6920345",84113.9808097035
3471,TR/11067,trunk,road,,0,465417.5,1.203626297,560188.742083997,0.000323606731183554,0.164008324640141,"60",trunk,RURAL,372438,55,78.5,1,0,15-20%,0.865586034912718,930835,60,0.400111727642386,Valid,"73.9538047,18.1649933,73.9549334,18.1752021",1203.62629704113
3472,TR/11905,trunk,road,,0.0451782039885673,22655.3333333333,24.792302325,561677.87327365,0.000324466964244994,0.164332791604386,,trunk,RURAL,6185,58.6666666666667,80,1,1,15-20%,0.865835411471322,67966,,0.0910013830444634,Valid,"77.3438549,19.1347218,77.4661845,18.9521943",24792.3023247853
3473,PR/663,primary,road,,0,12035.75,46.754461943,562725.015330462,0.000325071871471135,0.164657863475857,"55",primary,RURAL,28801,57.75,69.75,1,0,15-20%,0.866084788029925,48143,55,0.598238580894419,Valid,"74.2457571,16.1707495,74.141939,16.4091431",46754.4619429627
3474,TR/13552,trunk,road,Nashik - Pune Road,0,168704,3.336155347,562822.751660288,0.000325128331253057,0.16498299180711,"60",trunk,RURAL,0,30.5,40,1,0,15-20%,0.866334164588529,337408,60,0,Valid,"74.0820879,19.1754968,74.081825,19.1754692",3336.15534728067
3475,TR/11904,trunk,road,,0.0462691796684536,22699.3333333333,24.802944117,563010.296159822,0.000325236670921255,0.165308228478031,,trunk,RURAL,35172,60,76,1,1,15-20%,0.866583541147132,68098,,0.516490939528327,Valid,"77.4661484,18.9521161,77.3437769,19.134719",24802.944117029
3476,MO/142,motorway,road,Ulwe Flyover,0.689316616278645,347871.307692308,1.628096179,566367.946837579,0.000327176299975996,0.165635404778007,,motorway,URBAN,1681929,69.1538461538462,81.5384615384615,1,1,15-20%,0.866832917705736,4522327,,0.371916714558677,Valid,"73.0357864,18.9667915,73.0378071,18.9809628",1628.09617921199
3477,SE/5529,secondary,road,,1,449935.111111111,1.261066002,567397.871728315,0.000327771261284957,0.165963176039292,"45",secondary,URBAN,0,22.3333333333333,30.8888888888889,1,0,15-20%,0.867082294264339,4049416,45,0,Valid,"73.1268159,19.2241552,73.1386201,19.2252466",1261.06600235518
3478,PR/1059,primary,road,,0,18811.75,30.338821862,570726.332162478,0.000329694027881384,0.166292870067174,"55",primary,RURAL,50355,60.25,74.75,1,0,15-20%,0.867331670822943,75247,55,0.669196114130796,Valid,"73.8822587,19.2042864,73.9778835,19.2590536",30338.8218616526
3479,TR/13674,trunk,road,Pdegone Road,0.549740466503715,71277,8.023347519,571880.141111763,0.000330360553847435,0.166623230621021,,trunk,URBAN,383553,40.9,54.3,1,1,15-20%,0.867581047381546,712770,,0.538116082326697,Valid,"75.300401,19.8764306,75.2343329,19.9123123",8023.34751853653
3480,TR/13939,trunk,road,Wardha Road,1,297962.4,1.922007579,572685.99105703,0.000330826072782432,0.166954056693804,,trunk,URBAN,968213,39.2,52.6,1,1,15-20%,0.86783042394015,1489812,,0.649889382015986,Valid,"79.0651395,21.0920693,79.069517,21.1089007",1922.0075788033
3481,SE/4514,secondary,road,,1,462739,1.247396758,577219.128400162,0.000333444750466242,0.16728750144427,"45",secondary,URBAN,96976,27.5,36.75,1,0,15-20%,0.868079800498753,1850956,45,0.0523923853403322,Valid,"73.0942083,19.1983901,73.0925491,19.1875789",1247.39675819466
3482,TR/12514,trunk,road,,0.0720427517407802,8446.35294117647,68.914673004,582077.65101755,0.000336251394913871,0.167623752839184,"45",trunk,RURAL,38174,37.3529411764706,50.1176470588235,1,0,15-20%,0.868329177057357,143588,45,0.265857871131292,Valid,"76.2044063,20.6735333,76.5543251,20.6884605",68914.673003799
3483,SE/9847,secondary,road,Ambi Valley Road,0.0937961914761151,41910.75,13.927665158,583718.892520649,0.000337199498219062,0.167960952337403,"55",secondary,RURAL,12577,43.25,51.5,1,0,15-20%,0.86857855361596,167643,55,0.0750225180890344,Valid,"73.3987935,18.7473742,73.3983817,18.6659465",13927.6651583776
3484,TR/11268,trunk,road,,0.0210081946620826,91732.5,6.363815789,583768.731864442,0.000337228289135262,0.168298180626538,"80",trunk,RURAL,71121,76,91,1,0,15-20%,0.868827930174564,183465,80,0.387654320987654,Valid,"75.9371548,17.7439126,75.9137891,17.6927542",6363.81578864998
3485,TR/13069,trunk,road,Amboli Ajara Road,0,29853.5,19.599803444,585122.732115454,0.000338010460504186,0.168636191087042,"55",trunk,RURAL,40030,61,72.5,1,0,15-20%,0.869077306733167,59707,55,0.670440651849867,Valid,"74.0715339,16.0533152,74.2105672,16.1182205",19599.8034440901
3486,TR/11303,trunk,road,,1,359586.75,1.627330507,585166.488187982,0.000338035737269919,0.168974226824312,"30",trunk,URBAN,3459420,39.1666666666667,50.9166666666667,1,0,15-20%,0.869326683291771,4315041,30,0.801711965193378,Valid,"73.4158217,18.7589923,73.4307044,18.7592394",1627.33050660124
3487,TR/10935,trunk,road,,0,39232,14.954261671,586685.593876672,0.000338913285834016,0.169313140110146,,trunk,RURAL,0,96,113,1,1,15-20%,0.869576059850374,39232,,0,Valid,"74.6902002,16.8950523,74.6383915,16.8092238",14954.26167097
3488,TR/12976,trunk,road,Dehu Road Flyover,1,642536.428571429,0.91612609,588644.385989707,0.000340044830017517,0.169653184940164,"40",trunk,URBAN,4150889,55.7142857142857,66.4285714285714,1,0,15-20%,0.869825436408978,4497755,40,0.922880192451567,Valid,"73.7295509,18.6831779,73.7358072,18.6782018",916.126089806544
3489,TR/13072,trunk,road,Amravati Bypass,0.54900048158347,31938,18.437035966,588842.054682108,0.0003401590181734,0.169993343958337,"80",trunk,URBAN,12775,77,92,1,0,15-20%,0.870074812967581,31938,80,0.399993737867118,Valid,"77.7142626,20.8353136,77.7878238,20.9678484",18437.0359656529
3490,TR/12006,trunk,road,,0.491914374951622,59801,9.896395341,591814.337787141,0.000341876030222221,0.170335219988559,"50",trunk,RURAL,61102,43.75,54,1,0,15-20%,0.870324189526185,239204,50,0.255438872259661,Valid,"74.479258,19.7193625,74.4700312,19.8070189",9896.39534112911
3491,TR/12592,trunk,road,,0,22728.5,26.107353392,593380.981570072,0.000342781040329416,0.170678001028889,"50",trunk,RURAL,45457,84.5,104.5,1,0,15-20%,0.870573566084788,45457,50,1,Valid,"78.8088596,20.5484691,78.7161128,20.3448829",26107.3533917637
3492,TR/13634,trunk,road,Old Pune–Mumbai Highway,0.917812286679555,581857,1.020425501,593741.720735357,0.000342989430133277,0.171020990459022,,trunk,URBAN,500397,56,69,1,1,15-20%,0.870822942643392,581857,,0.859999965627293,Valid,"73.7294764,18.683121,73.7206891,18.6867852",1020.42550128102
3493,TR/11585,trunk,road,,0,51100,11.633829009,594488.6623599,0.000343420919235689,0.171364411378258,"40",trunk,RURAL,89214,58,73,1,0,15-20%,0.871072319201995,102200,40,0.87293542074364,Valid,"74.6637163,19.2690629,74.6476844,19.3711535",11633.8290086751
3494,TR/13924,trunk,road,Urse Talegaon Road,0.550064293335482,156803,3.798848507,595670.842443121,0.000344103834481323,0.171708515212739,,trunk,URBAN,532858,40.5,52.25,1,1,15-20%,0.871321695760598,627212,,0.849566015956327,Valid,"73.6798005,18.7337126,73.7152257,18.7340791",3798.84850698174
3495,TR/13940,trunk,road,Wardha Road,1,344135,1.733364353,596511.341619655,0.000344589369392411,0.172053104582131,,trunk,URBAN,473193,40,56.5,1,1,15-20%,0.871571072319202,688270,,0.687510715271623,Valid,"79.0693449,21.1076295,79.0655133,21.0924225",1733.36435303546
3496,SE/10644,secondary,road,Palhar Road,0.985948239490246,112794.571428571,5.294924578,597238.748522119,0.000345009573784722,0.172398114155916,"45",secondary,URBAN,0,20.5714285714286,29.8571428571429,1,0,15-20%,0.871820448877806,789562,45,0,Valid,"72.8787262,19.4402217,72.8321296,19.424324",5294.92457819934
3497,TR/12007,trunk,road,,0.496274053407667,60396.25,9.890899893,597373.262662601,0.000345087279168692,0.172743201435085,"50",trunk,RURAL,70839,45.25,54.75,1,0,15-20%,0.872069825436409,241585,50,0.293225986712751,Valid,"74.4704022,19.8069608,74.479258,19.7193625",9890.89989255666
3498,SE/5528,secondary,road,,1,475298,1.261449924,599564.625977352,0.000346353173796428,0.173089554608881,"45",secondary,URBAN,0,21.75,28.125,1,0,15-20%,0.872319201995012,3802384,45,0,Valid,"73.1386201,19.2252466,73.1268398,19.2240908",1261.44992390133
3499,TR/12105,trunk,road,,0,102237.5,5.87469085,600613.705776875,0.000346959200407051,0.173436513809288,"60",trunk,RURAL,321184,74.5,91.25,1,0,15-20%,0.872568578553616,408950,60,0.785386966621836,Valid,"74.039129,20.2133342,74.0780677,20.2502843",5874.69084957948
3500,PR/3890,primary,road,State Highway 30,0,9661.33333333333,62.717619708,605935.829872224,0.000350033655589856,0.173786547464878,"55",primary,RURAL,674,30.3333333333333,43,1,0,15-20%,0.872817955112219,57968,55,0.0116271046094397,Valid,"73.1839335,19.8810754,72.7258953,19.9879494",62717.6197075213
3501,TR/11060,trunk,road,,0,20371,29.88804463,608849.35715773,0.000351716725902139,0.17413826419078,"55",trunk,RURAL,23426,57,70,1,0,15-20%,0.873067331670823,40742,55,0.574984045947671,Valid,"74.055438,17.6888702,74.3200959,17.7082127",29888.0446296471
3502,SE/10443,secondary,road,North Ambazari Road,1,161439.5,3.776571691,609687.845509195,0.000352201099210934,0.174490465289991,"45",secondary,URBAN,64575,37.5,47,1,0,15-20%,0.873316708229426,322879,45,0.199997522291632,Valid,"79.0464371,21.1310084,79.0804434,21.1412786",3776.57169133759
3503,TR/11650,trunk,road,,0,28225.3636363636,21.638058854,610742.079539187,0.000352810103288879,0.17484327539328,"55",trunk,RURAL,369994,88.9090909090909,106.886363636364,1,0,15-20%,0.87356608478803,1241916,55,0.297921920645197,Valid,"76.2973881,18.104602,76.1300568,18.017973",21638.0588544191
3504,PR/2956,primary,road,Gangapur Road,0.204315543643687,50438.3333333333,12.110931392,610855.194526827,0.000352875446928706,0.175196150840209,"55",primary,RURAL,65181,45.6666666666667,58,1,0,15-20%,0.873815461346633,302630,55,0.215381819383405,Valid,"73.683531,20.0699712,73.7582107,20.0120201",12110.9313922648
3505,TR/10940,trunk,road,,0,69843.6,8.754332527,611434.099282777,0.000353209865423164,0.175549360705632,"30",trunk,RURAL,89400,57.6,68.8,1,0,15-20%,0.874064837905237,349218,30,0.256000549799838,Valid,"73.050135,18.6996717,73.0818856,18.6285254",8754.33252686798
3506,TR/12104,trunk,road,,0,104092.5,5.87546645,611591.991446625,0.000353301075694245,0.175902661781326,"60",trunk,RURAL,324935,73.75,89.25,1,0,15-20%,0.87431421446384,416370,60,0.780399644546917,Valid,"74.0781407,20.250208,74.0392108,20.2132411",5875.46644975817
3507,TR/11502,trunk,road,,0,9145,66.903940113,611836.532333385,0.00035344234071987,0.176256104122046,"55",trunk,RURAL,11621,60,76,1,0,15-20%,0.874563591022444,18290,55,0.635374521596501,Valid,"76.0651612,18.7141179,75.4817301,18.8082653",66903.9401133859
3508,PR/2191,primary,road,,0,82282.1666666667,7.458434556,613696.155209218,0.000354516597367449,0.176610620719414,,primary,RURAL,122933,63.5,76.5,1,1,15-20%,0.874812967581047,493693,,0.249006973969653,Valid,"73.5242362,18.530226,73.592621,18.5243659",7458.43455612192
3509,TR/10961,trunk,road,,1,151301.857142857,4.056475181,613752.228339208,0.000354548989382746,0.176965169708796,,trunk,URBAN,893658,50.7142857142857,64.4285714285714,1,1,15-20%,0.875062344139651,1059113,,0.843779653351437,Valid,"73.1076626,19.0083228,73.1037231,19.0446881",4056.47518128821
3510,TR/10894,trunk,road,,0,5802,106.238804927,616397.546186454,0.000356077121951609,0.177321246830748,"30",trunk,RURAL,8703,39.5,54.5,1,0,15-20%,0.875311720698254,11604,30,0.75,Valid,"74.2146794,16.7084414,73.4846584,16.9878279",106238.804926627
3511,TR/12098,trunk,road,,0.00155407561179022,28161.375,21.923087338,617384.28368317,0.000356647135005889,0.177677893965754,"55",trunk,RURAL,18367,34.5,48.5,1,0,15-20%,0.875561097256858,225291,55,0.0815256712429702,Valid,"73.9924377,20.182169,73.8886029,20.3283233",21923.0873384895
